rainfall_1h,rainfall_3h,rainfall_24h,humidity,elevation,slope,soil_moisture,river_distance,flood
38.3,121.4,241.1,87.5,2338.0,31.8,0.27,180.0,0
19.5,41.7,118.4,61.3,2051.0,27.5,0.56,253.0,0
31.9,86.9,333.6,97.2,2021.0,39.8,0.18,2792.0,0
7.8,23.1,82.8,91.0,1794.0,17.3,0.93,281.0,0
16.2,41.6,150.0,57.7,331.0,14.9,0.41,858.0,0
51.3,103.4,233.4,40.5,2181.0,11.2,0.92,362.0,1
5.3,15.1,38.8,57.8,1315.0,3.6,0.95,946.0,0
38.7,102.1,273.3,56.9,2845.0,3.8,0.11,879.0,0
2.5,7.0,13.2,93.4,2509.0,39.4,0.52,661.0,0
74.3,213.9,337.5,98.0,1887.0,31.2,0.12,1158.0,0
15.9,50.2,194.2,44.2,981.0,30.4,0.92,1680.0,0
33.6,87.3,183.6,68.3,850.0,28.4,0.57,520.0,0
27.3,62.1,130.5,72.9,1219.0,38.5,0.17,163.0,0
28.0,75.9,129.6,45.6,1587.0,22.7,0.2,305.0,0
31.4,59.6,227.8,62.6,1099.0,39.4,0.45,852.0,0
4.4,13.3,39.2,59.0,1690.0,17.5,0.95,631.0,0
28.5,56.0,177.3,72.2,747.0,41.8,0.72,117.0,1
21.6,48.8,184.4,79.7,2940.0,32.0,0.88,32.0,0
15.9,46.9,110.8,82.2,591.0,13.1,0.43,689.0,1
12.8,33.6,102.7,48.2,2816.0,26.3,0.14,173.0,0
29.0,68.2,108.8,88.8,2767.0,24.9,0.98,415.0,1
10.4,25.7,50.6,80.7,1718.0,7.9,0.12,824.0,0
50.7,151.9,543.5,93.3,2257.0,27.4,0.95,496.0,1
35.3,80.4,274.6,67.0,1477.0,15.5,0.43,52.0,0
30.3,91.4,217.2,93.6,2001.0,4.3,0.11,123.0,0
49.3,94.8,231.4,91.9,1220.0,42.8,0.72,149.0,1
3.6,10.4,29.5,66.3,1113.0,29.6,0.98,179.0,0
7.5,22.4,33.6,62.9,1861.0,39.7,0.97,500.0,1
36.4,74.8,157.4,96.0,1645.0,31.1,0.24,421.0,0
13.4,32.2,65.1,82.9,1865.0,17.4,0.26,136.0,0
14.9,30.3,64.5,95.7,1074.0,24.0,0.61,42.0,0
6.5,18.0,63.3,87.8,1291.0,31.1,0.67,113.0,1
10.5,26.7,58.7,76.6,527.0,43.3,0.77,2496.0,1
51.5,138.4,273.9,47.0,441.0,12.9,0.26,379.0,0
35.8,74.3,205.2,57.5,984.0,39.6,0.96,1212.0,1
28.8,60.3,220.9,98.1,500.0,41.7,0.67,1133.0,0
15.4,28.7,60.3,59.2,580.0,30.8,0.86,430.0,0
27.4,61.8,104.8,45.6,2495.0,42.0,0.59,736.0,0
54.5,140.8,336.8,82.5,405.0,19.1,0.47,128.0,0
13.7,41.1,138.6,84.0,2079.0,43.0,0.98,700.0,1
24.3,66.5,191.3,57.1,1036.0,32.2,0.62,191.0,0
77.4,186.4,660.2,57.9,2653.0,3.8,0.88,1070.0,1
41.4,129.6,505.5,68.1,1609.0,41.0,0.96,52.0,1
15.6,43.8,152.6,41.3,1125.0,22.8,0.71,890.0,0
39.1,121.2,364.8,87.4,1698.0,21.8,0.59,63.0,1
5.3,13.3,36.5,59.0,1331.0,26.4,0.1,1278.0,0
23.6,51.0,81.6,91.2,1824.0,8.4,0.14,218.0,0
39.0,73.2,289.8,88.2,609.0,22.2,0.28,637.0,0
33.1,93.3,229.3,79.7,2992.0,37.7,0.27,401.0,0
38.8,76.4,143.7,59.5,1449.0,2.7,0.33,274.0,1
44.9,99.8,316.0,71.0,1240.0,13.7,0.37,622.0,1
35.0,89.1,196.9,66.7,2218.0,2.1,0.42,1768.0,0
34.3,88.8,263.2,60.3,1283.0,19.9,0.48,25.0,0
29.2,77.2,229.1,90.9,2550.0,33.3,0.19,1507.0,0
9.4,19.0,49.8,69.0,1527.0,36.3,0.14,564.0,0
51.4,119.9,430.6,90.0,2243.0,42.6,0.71,988.0,1
24.2,64.6,139.7,46.3,590.0,28.2,0.58,291.0,0
40.7,128.4,336.6,48.5,2585.0,12.9,0.5,383.0,0
47.9,135.1,384.2,98.6,2286.0,41.7,0.67,1219.0,1
16.3,50.3,159.0,75.3,872.0,35.3,0.84,322.0,1
17.5,50.2,173.5,70.6,692.0,26.7,0.48,459.0,0
19.5,51.2,127.3,71.4,1154.0,31.9,0.68,20.0,0
58.1,120.1,374.1,52.9,2935.0,41.7,0.96,104.0,1
11.4,31.1,58.3,83.1,993.0,32.6,0.86,616.0,0
64.8,173.2,663.5,45.1,1532.0,17.8,0.48,757.0,0
29.0,76.7,188.4,74.4,381.0,32.7,0.68,524.0,0
30.5,75.9,252.3,74.2,1373.0,3.7,0.26,93.0,0
46.5,118.1,183.1,94.9,1843.0,18.6,0.6,354.0,0
26.6,60.4,121.6,71.6,2873.0,19.5,0.98,263.0,0
51.8,131.0,356.0,48.2,1695.0,9.2,0.57,411.0,0
16.3,33.8,124.8,74.4,2512.0,3.0,0.93,1226.0,0
63.4,185.7,523.2,45.5,1777.0,7.7,0.47,897.0,1
17.3,35.7,136.5,52.2,410.0,30.1,1.0,53.0,1
65.0,124.8,338.1,41.9,1151.0,36.5,0.62,1326.0,0
17.7,42.7,116.4,70.8,1854.0,44.5,0.14,383.0,0
19.9,54.2,97.6,45.1,2867.0,16.9,0.63,817.0,0
10.2,24.5,86.0,68.2,2620.0,27.8,0.35,91.0,0
12.9,28.2,59.7,96.0,917.0,42.3,0.13,667.0,0
24.3,62.8,235.5,83.2,894.0,9.2,0.84,162.0,1
29.8,68.2,257.4,44.6,843.0,32.9,0.35,346.0,0
49.3,153.2,591.0,53.5,2791.0,34.5,0.82,20.0,1
21.1,65.2,182.5,80.4,2602.0,5.8,0.36,99.0,0
33.2,83.0,265.0,93.7,2392.0,39.0,0.27,58.0,0
28.4,64.1,220.8,42.0,1360.0,37.0,0.98,164.0,1
35.8,101.4,185.3,88.7,1662.0,3.4,0.43,63.0,0
14.6,27.0,81.0,73.7,1554.0,5.9,0.64,706.0,0
16.1,39.6,62.8,72.8,984.0,4.1,0.65,20.0,0
14.6,33.1,90.8,97.5,1664.0,16.4,0.6,577.0,0
55.8,172.4,325.3,84.9,382.0,23.9,0.92,91.0,1
63.8,116.0,227.0,91.0,656.0,24.9,0.71,1742.0,0
15.5,39.9,96.2,61.2,2694.0,13.5,0.46,1623.0,0
15.8,44.7,115.4,73.3,2330.0,41.2,0.88,153.0,0
39.4,97.6,298.4,76.9,1442.0,17.8,0.26,572.0,0
68.5,131.6,221.8,59.3,1696.0,4.0,0.59,20.0,1
78.4,247.8,683.9,74.2,1299.0,14.9,0.96,1611.0,1
14.9,37.7,73.7,54.2,2300.0,24.8,0.66,444.0,0
18.2,48.5,142.2,48.6,2417.0,19.6,0.84,27.0,1
31.0,66.0,204.1,62.4,2361.0,13.8,0.69,252.0,1
32.1,79.4,229.6,84.4,2251.0,7.6,0.86,48.0,0
21.7,52.2,174.5,95.0,852.0,37.2,0.95,299.0,1
12.5,23.8,55.7,67.5,1213.0,44.8,0.35,665.0,0
24.4,47.5,162.0,78.6,1569.0,16.2,0.25,381.0,0
78.3,232.9,601.2,46.2,1193.0,18.4,0.54,290.0,1
16.3,34.7,94.1,94.3,2338.0,28.6,0.73,76.0,0
29.6,61.3,191.4,74.1,1189.0,32.9,0.3,169.0,0
112.8,282.8,437.2,86.8,673.0,18.9,0.1,63.0,0
16.1,46.2,144.9,87.7,1377.0,40.9,0.41,989.0,0
40.7,76.7,233.7,55.4,2946.0,26.1,0.97,87.0,1
80.5,210.0,477.6,71.8,910.0,21.4,0.73,543.0,1
38.3,75.3,129.1,97.6,1953.0,29.8,0.46,252.0,0
53.2,98.5,170.1,45.4,1469.0,43.0,0.27,154.0,0
44.5,83.4,317.5,81.0,492.0,36.2,0.42,612.0,0
36.2,107.3,346.0,97.7,1617.0,3.7,0.25,366.0,0
62.5,122.7,223.1,58.0,2196.0,16.3,0.2,307.0,0
39.8,74.1,177.3,91.7,1686.0,22.2,0.92,539.0,1
21.9,52.8,157.6,96.0,2655.0,15.5,1.0,405.0,1
28.0,83.3,299.1,84.8,1080.0,32.1,0.25,217.0,0
32.8,71.2,114.5,53.9,533.0,37.5,0.15,491.0,0
18.1,43.3,90.6,60.0,2829.0,33.4,0.4,664.0,0
28.9,53.6,199.7,42.1,1321.0,44.5,0.52,20.0,0
25.9,62.9,95.8,89.9,1856.0,13.7,0.28,376.0,0
39.7,103.6,207.5,91.0,2438.0,39.6,0.37,36.0,1
94.6,246.0,958.8,78.0,1176.0,35.0,0.28,124.0,1
30.1,68.3,207.2,61.2,2234.0,17.6,0.8,493.0,0
69.7,156.2,336.5,44.6,666.0,33.6,0.74,1207.0,0
38.7,75.5,125.8,85.2,1086.0,6.5,0.67,1286.0,0
28.8,66.6,104.6,83.6,691.0,35.9,0.45,44.0,0
17.3,33.6,70.9,94.8,2490.0,24.9,0.92,326.0,1
29.0,83.2,308.1,83.8,901.0,14.6,0.97,525.0,1
27.7,87.2,221.5,89.7,2237.0,30.2,0.26,95.0,0
13.7,43.4,143.3,84.8,2847.0,29.6,0.3,870.0,0
15.7,47.2,179.0,77.8,1725.0,11.0,0.57,818.0,0
33.0,87.3,219.9,65.6,1758.0,3.3,0.18,1402.0,0
69.2,192.5,380.8,94.1,1545.0,20.6,0.49,20.0,0
23.7,52.2,145.9,79.1,1180.0,26.5,0.62,147.0,0
6.1,16.5,62.1,63.9,1584.0,39.7,0.57,1053.0,0
10.0,24.3,85.4,45.0,1928.0,41.9,0.4,666.0,0
41.4,102.4,170.5,57.4,2962.0,24.7,0.59,1349.0,0
7.5,21.5,69.3,72.6,2832.0,34.4,0.96,35.0,0
46.0,100.9,295.7,56.5,2628.0,20.9,0.29,545.0,0
39.8,89.4,337.0,53.3,2701.0,34.1,0.69,505.0,0
23.1,71.6,129.3,71.6,1563.0,10.8,0.14,22.0,0
13.9,26.0,73.8,50.2,2075.0,18.0,0.16,432.0,0
20.6,51.1,189.1,88.0,2717.0,29.3,0.6,564.0,1
32.5,99.9,252.2,69.1,1361.0,2.8,0.19,127.0,0
7.8,20.6,55.7,74.4,2897.0,33.1,0.12,192.0,0
64.7,165.9,278.1,48.8,1423.0,37.9,0.25,614.0,0
32.2,69.3,152.2,59.5,1923.0,19.2,0.61,379.0,0
34.9,79.7,184.1,64.6,2216.0,21.3,0.73,1171.0,0
39.6,118.6,458.1,88.5,2867.0,38.6,0.28,251.0,0
60.6,156.5,345.3,86.2,960.0,35.4,0.7,186.0,1
29.0,73.1,193.9,53.4,2315.0,14.4,0.26,2514.0,0
41.4,80.3,255.2,77.0,1706.0,15.9,0.65,1452.0,0
14.1,25.6,48.8,54.6,1025.0,31.2,0.47,20.0,0
78.6,247.5,672.3,99.3,2397.0,26.2,0.69,884.0,0
27.6,64.2,214.7,97.1,1791.0,9.0,1.0,70.0,0
14.0,37.0,135.7,73.8,2085.0,15.3,0.94,20.0,0
17.3,33.1,101.5,81.9,1172.0,40.7,0.1,192.0,0
3.4,9.3,29.4,88.1,1599.0,31.6,0.9,188.0,1
17.2,53.5,97.1,83.3,1967.0,44.4,0.16,1027.0,0
1.3,3.4,13.2,82.0,1393.0,35.0,0.96,744.0,0
43.5,86.0,157.5,97.5,836.0,42.5,0.35,2398.0,0
34.2,89.4,307.1,75.8,2896.0,11.3,0.44,746.0,0
10.6,30.3,65.6,78.2,1681.0,35.2,0.18,325.0,0
24.1,57.1,218.8,91.0,2282.0,2.9,0.2,720.0,1
24.9,75.6,249.4,80.2,1410.0,30.8,0.75,4513.0,0
8.6,23.3,78.9,84.0,1259.0,22.2,0.95,743.0,0
21.0,64.1,131.3,54.1,1399.0,16.9,0.65,860.0,0
25.5,68.2,177.9,62.3,1405.0,39.1,0.74,1672.0,0
20.5,40.7,123.9,48.8,1769.0,38.7,0.79,72.0,1
14.0,31.2,107.0,70.3,1767.0,3.0,0.34,732.0,0
10.2,21.2,37.3,67.3,1642.0,28.2,0.14,1142.0,0
19.9,61.3,239.3,99.8,664.0,17.8,0.1,1852.0,1
15.5,44.4,165.3,76.7,1639.0,19.9,0.42,142.0,0
37.8,103.9,226.0,87.2,757.0,37.8,0.32,421.0,0
63.1,140.1,498.3,60.0,641.0,15.3,0.16,685.0,0
47.5,97.8,273.4,89.9,2818.0,42.6,0.26,171.0,0
26.2,74.8,198.6,76.9,1933.0,9.7,0.21,550.0,0
14.4,35.6,81.4,81.8,2081.0,30.5,0.92,179.0,1
46.7,98.7,291.5,57.7,1385.0,30.9,0.23,243.0,0
39.4,105.0,349.1,72.9,2754.0,12.8,0.58,350.0,0
60.2,111.7,282.3,78.0,2022.0,16.0,0.63,452.0,0
29.0,65.5,201.3,75.3,2377.0,37.9,0.59,358.0,0
75.9,186.5,605.8,94.9,1295.0,34.8,0.19,408.0,1
29.0,58.3,191.0,93.9,2892.0,16.2,0.39,213.0,0
14.4,45.7,74.5,98.3,2515.0,25.0,0.15,104.0,0
16.8,35.1,127.9,80.0,2606.0,4.7,0.46,29.0,0
36.6,72.5,191.7,98.3,765.0,11.0,0.27,131.0,0
15.5,32.2,69.5,89.9,1032.0,22.9,0.61,523.0,1
75.6,217.5,457.6,56.2,1071.0,5.7,0.72,925.0,1
34.4,82.5,223.4,65.6,1031.0,38.3,0.58,111.0,1
25.7,66.7,248.0,54.3,2610.0,32.9,0.49,69.0,0
27.4,50.1,122.6,40.3,386.0,42.6,0.45,830.0,0
20.3,37.6,126.8,51.3,505.0,31.8,0.86,218.0,1
4.6,11.2,19.5,40.2,1040.0,42.4,0.3,1816.0,0
16.8,49.3,132.7,83.2,840.0,25.8,0.76,752.0,0
69.5,211.4,841.1,65.5,926.0,27.8,0.78,237.0,1
29.6,56.9,194.9,58.8,2454.0,44.0,0.48,205.0,0
51.3,130.9,265.2,85.7,1820.0,29.6,0.37,445.0,0
52.2,160.8,442.9,89.9,316.0,3.3,0.52,49.0,0
24.3,56.8,118.5,98.5,1459.0,33.1,0.18,75.0,0
39.9,118.1,298.1,78.5,1401.0,40.9,0.14,116.0,0
5.2,10.4,35.7,67.7,608.0,36.2,0.2,894.0,0
65.9,204.9,702.3,58.3,2126.0,27.1,0.27,433.0,0
62.4,177.9,368.3,53.3,2196.0,30.9,0.55,20.0,1
35.8,111.7,425.2,52.8,2246.0,44.6,0.86,672.0,1
30.4,83.5,249.0,64.6,2267.0,5.9,0.31,331.0,0
24.5,56.6,138.6,99.5,300.0,30.7,0.94,429.0,0
55.3,172.1,474.1,40.1,2876.0,14.2,0.96,145.0,1
43.1,94.2,283.9,51.8,2498.0,29.5,0.96,481.0,1
18.6,42.2,122.3,51.3,2741.0,28.1,0.85,2322.0,1
9.0,25.0,67.8,83.0,342.0,8.6,0.43,46.0,0
7.4,21.2,58.5,61.1,2821.0,10.9,0.17,200.0,0
54.9,170.2,330.4,67.4,2486.0,28.7,0.61,167.0,1
24.1,50.3,177.6,48.9,2560.0,7.5,0.6,171.0,0
35.4,103.3,295.0,64.3,552.0,13.4,0.86,286.0,0
26.5,75.1,137.4,46.2,2295.0,37.9,1.0,1023.0,0
7.5,14.1,48.2,72.0,2892.0,16.1,0.56,1464.0,0
5.3,12.5,48.0,45.9,2132.0,23.0,0.41,136.0,0
17.6,38.6,149.4,87.4,1841.0,42.5,0.27,470.0,0
18.8,41.9,101.6,74.0,2853.0,11.8,0.1,608.0,1
18.8,59.8,110.0,83.4,1496.0,18.8,0.56,443.0,0
19.3,52.0,145.5,65.1,1918.0,28.1,0.6,342.0,0
90.6,254.2,452.9,62.9,1586.0,34.5,0.84,128.0,1
50.7,160.7,616.2,45.9,2819.0,40.8,0.55,402.0,0
29.9,69.6,136.4,71.4,505.0,41.4,0.92,308.0,1
23.6,69.1,147.3,70.9,1653.0,35.4,0.67,952.0,0
24.3,58.5,147.2,68.1,2155.0,11.8,0.86,865.0,1
42.0,126.9,311.8,84.4,2438.0,3.1,0.23,86.0,0
23.5,48.2,168.0,90.0,1874.0,18.5,0.87,56.0,0
47.3,147.8,390.3,85.0,2754.0,8.1,0.71,1433.0,0
32.3,68.1,131.2,48.6,2843.0,32.5,0.25,460.0,0
91.2,205.7,446.0,77.3,474.0,30.4,0.27,1170.0,0
22.4,64.0,177.5,44.8,1386.0,3.9,0.93,36.0,0
53.2,125.1,233.7,81.7,363.0,38.0,0.13,449.0,1
9.8,25.9,78.6,62.9,1189.0,12.7,0.52,465.0,0
14.8,35.8,104.2,47.9,1750.0,20.6,0.38,1183.0,0
83.4,236.8,778.3,91.7,2759.0,30.7,0.7,62.0,0
45.9,97.3,374.2,76.8,2586.0,20.5,0.86,165.0,1
35.9,67.5,255.3,61.3,644.0,21.0,0.42,313.0,0
106.4,236.2,912.9,41.8,551.0,4.8,0.48,1205.0,0
23.9,58.9,124.4,72.2,1891.0,19.3,0.98,1677.0,0
53.1,108.1,197.7,95.4,1737.0,34.9,0.81,2954.0,0
55.8,128.0,288.8,75.8,1019.0,41.4,0.91,1919.0,1
71.8,169.6,633.8,98.3,2729.0,19.8,0.49,20.0,1
8.7,16.4,64.5,48.2,2804.0,20.2,0.31,29.0,0
23.8,62.2,227.0,74.1,1387.0,32.2,0.47,96.0,0
31.9,97.0,172.1,87.9,2704.0,42.5,0.74,257.0,1
71.1,143.0,553.4,71.5,1337.0,13.5,0.2,1063.0,0
34.9,91.9,235.1,45.5,2289.0,20.9,0.34,1339.0,0
55.8,152.5,232.2,75.0,1585.0,36.2,0.14,124.0,0
8.0,19.0,49.6,76.7,631.0,28.2,0.49,580.0,0
19.7,54.7,88.4,83.7,2805.0,6.8,0.84,1496.0,0
62.2,147.8,422.6,85.7,1526.0,29.0,0.12,374.0,0
21.8,54.6,128.2,86.2,2283.0,10.0,0.71,66.0,0
25.3,45.8,122.9,79.8,1291.0,23.9,0.94,367.0,0
70.3,194.7,590.6,52.9,351.0,24.8,0.31,283.0,0
11.9,32.5,119.4,64.3,571.0,39.7,0.72,517.0,0
14.6,27.0,85.1,86.6,1640.0,21.9,0.98,346.0,0
7.1,16.5,42.7,97.2,2163.0,14.0,0.97,20.0,0
72.2,228.9,812.2,44.7,1204.0,11.9,0.31,3069.0,0
50.1,119.7,450.5,72.1,2178.0,39.6,0.19,471.0,0
49.2,123.2,221.7,58.8,2186.0,9.4,0.23,385.0,1
19.2,59.1,167.2,53.5,2201.0,20.3,0.73,1856.0,0
6.6,18.5,40.9,70.3,1630.0,10.0,0.75,102.0,1
4.8,12.4,20.1,76.4,2770.0,35.3,0.71,126.0,1
62.5,182.4,578.4,40.6,1621.0,22.4,0.4,990.0,0
37.6,113.1,413.8,86.8,1516.0,17.1,0.25,181.0,0
42.8,104.3,199.0,89.2,838.0,17.5,0.62,963.0,0
30.9,76.1,268.5,97.9,1131.0,38.6,0.54,190.0,1
13.1,30.6,111.0,50.8,414.0,25.8,0.76,20.0,0
19.9,62.9,238.2,75.7,2011.0,32.9,0.5,437.0,0
10.3,28.7,62.0,65.6,971.0,40.6,0.4,131.0,0
9.1,17.5,65.9,60.1,1121.0,40.8,0.36,851.0,0
47.3,142.4,327.7,73.9,2381.0,16.1,0.29,615.0,0
5.3,13.0,37.4,86.9,1183.0,43.0,0.34,1543.0,0
10.4,19.7,32.0,41.4,954.0,3.1,0.19,917.0,0
20.9,53.7,86.4,98.2,756.0,18.2,0.41,120.0,0
27.1,64.6,213.2,88.6,2392.0,40.5,0.13,966.0,0
7.0,21.3,55.7,85.1,650.0,13.8,0.27,616.0,0
34.5,72.0,154.2,85.6,1525.0,13.7,0.77,663.0,0
29.6,87.5,172.9,63.3,1669.0,15.0,0.39,1071.0,0
61.8,159.5,506.5,85.1,2156.0,28.3,0.7,512.0,0
27.4,51.5,77.3,63.2,2010.0,20.8,0.75,376.0,0
37.1,117.1,411.7,93.9,2489.0,33.2,0.62,607.0,0
13.7,34.5,58.7,50.6,421.0,40.5,0.96,212.0,1
14.2,31.4,62.2,57.5,1100.0,31.0,0.12,121.0,0
7.8,19.2,47.4,73.1,1056.0,10.8,0.76,575.0,0
13.8,41.5,112.6,59.2,694.0,42.1,0.96,160.0,1
19.7,43.9,104.8,65.5,1081.0,13.4,0.88,50.0,0
57.8,119.6,275.3,69.5,1136.0,8.4,0.25,20.0,0
12.1,23.9,93.4,91.4,1709.0,5.9,0.39,562.0,0
93.8,207.9,645.5,71.4,2092.0,26.2,0.26,270.0,0
39.4,113.9,177.6,61.7,1329.0,6.9,0.64,837.0,0
33.9,83.4,214.8,54.9,2243.0,8.0,0.74,282.0,0
25.9,54.8,202.0,64.5,1208.0,14.9,0.39,399.0,0
22.3,45.2,102.0,70.9,1084.0,14.1,0.59,314.0,0
15.7,35.5,61.7,84.8,1761.0,28.0,0.72,631.0,0
6.7,21.0,71.4,47.3,364.0,37.1,0.48,264.0,0
12.4,28.4,85.5,53.3,515.0,34.7,0.87,1991.0,0
72.1,229.4,671.2,62.8,1429.0,13.3,0.79,1651.0,1
37.7,93.5,152.8,61.6,2846.0,12.5,0.16,1130.0,0
71.7,146.9,272.0,63.5,2248.0,43.5,0.66,1518.0,1
15.3,46.8,142.9,87.6,538.0,2.4,0.31,358.0,0
10.0,24.6,49.6,59.4,2585.0,39.8,0.6,461.0,0
25.7,71.7,197.9,70.1,2277.0,10.6,0.96,813.0,1
12.9,40.9,116.9,77.4,1950.0,42.7,0.89,715.0,1
29.8,55.7,123.1,53.9,2515.0,16.7,0.46,1328.0,0
5.4,10.4,40.1,83.1,1391.0,20.9,0.36,756.0,0
2.9,8.0,28.9,72.8,898.0,32.4,0.31,3695.0,0
33.0,72.3,239.2,66.8,1682.0,27.3,0.58,257.0,1
73.4,151.0,256.0,88.6,1782.0,15.7,0.2,1074.0,1
34.0,63.1,111.4,54.6,1753.0,25.8,0.59,718.0,0
37.4,68.5,187.3,93.0,1826.0,33.4,0.1,705.0,0
26.5,76.4,145.4,73.7,2862.0,3.8,0.39,237.0,0
28.4,56.5,223.0,76.6,2736.0,2.5,0.3,924.0,0
6.4,15.7,29.8,92.5,2664.0,21.7,0.97,1384.0,0
13.3,35.2,95.7,89.1,2464.0,7.7,0.75,148.0,0
57.4,137.7,331.9,76.1,2847.0,30.6,0.41,589.0,1
19.4,35.6,110.3,85.2,566.0,11.2,0.18,299.0,0
56.6,164.0,298.9,66.0,1016.0,20.6,0.57,2737.0,0
27.8,50.5,130.2,72.8,1637.0,10.5,0.29,391.0,0
28.9,82.9,181.2,43.7,2586.0,25.6,0.58,156.0,0
19.5,59.4,221.0,45.4,1664.0,7.0,0.85,289.0,0
41.4,99.5,159.4,89.8,2320.0,3.0,0.65,637.0,0
48.5,123.6,467.8,43.6,675.0,4.2,0.67,47.0,0
12.7,31.2,111.9,50.2,982.0,43.0,0.59,555.0,0
7.1,16.6,37.2,87.7,2276.0,8.1,0.93,1606.0,1
3.6,11.1,38.4,40.1,745.0,32.5,0.94,1140.0,0
36.2,110.4,174.2,56.9,1249.0,4.9,0.56,42.0,0
33.3,75.6,296.2,75.0,1015.0,6.7,0.38,3011.0,0
111.0,295.4,832.1,75.7,1245.0,23.9,0.51,720.0,1
26.6,82.5,186.2,86.6,2212.0,22.0,0.27,106.0,0
23.1,72.8,175.2,70.4,1293.0,42.9,0.67,20.0,1
30.5,76.7,127.9,70.6,1799.0,42.6,0.55,113.0,0
31.8,77.3,307.2,83.5,570.0,35.5,0.19,1093.0,0
21.8,47.7,76.2,69.9,2474.0,27.9,0.28,20.0,0
13.0,41.0,128.5,76.5,1299.0,21.6,0.53,159.0,1
25.5,51.1,133.2,93.9,2051.0,17.3,0.9,850.0,0
24.8,64.8,251.1,64.1,2259.0,42.7,0.61,529.0,0
24.5,53.8,113.9,63.1,866.0,27.9,0.71,916.0,1
44.4,97.3,275.4,40.2,2689.0,26.9,0.41,823.0,0
25.2,59.6,161.4,76.8,1964.0,12.0,0.61,31.0,0
7.2,23.1,75.3,41.8,1458.0,4.0,0.5,1338.0,0
15.0,28.1,46.9,70.2,792.0,42.6,0.69,155.0,1
21.6,56.2,111.6,88.3,2844.0,15.5,0.15,484.0,0
26.1,50.0,101.9,73.0,2339.0,21.0,0.54,620.0,1
36.7,74.0,247.7,56.2,862.0,6.9,0.37,111.0,0
26.3,63.5,125.2,87.2,1212.0,38.0,0.39,2244.0,0
2.9,7.4,21.7,56.2,2486.0,3.2,0.96,402.0,0
8.1,17.6,35.8,84.0,2178.0,37.9,0.26,36.0,0
38.5,86.4,315.6,76.6,2368.0,8.0,0.38,1661.0,0
21.1,40.5,156.3,50.2,1491.0,40.1,0.56,530.0,0
28.0,62.3,174.1,94.3,2234.0,33.4,0.88,721.0,1
19.0,60.0,142.8,52.0,1344.0,9.1,0.48,447.0,0
14.9,46.5,97.0,99.4,870.0,26.3,0.77,1080.0,0
19.6,44.4,72.2,40.4,2008.0,15.4,0.87,20.0,0
28.2,73.4,159.4,55.8,2935.0,9.7,0.38,187.0,0
25.1,77.0,241.5,52.0,1139.0,38.9,0.45,381.0,0
48.3,87.3,247.4,40.8,1545.0,19.4,0.42,48.0,1
5.9,17.2,66.4,83.9,2120.0,19.1,0.85,734.0,0
6.8,21.2,52.8,81.6,1762.0,9.3,0.14,300.0,0
20.9,40.3,130.3,87.5,2577.0,18.5,0.38,191.0,0
37.0,75.0,204.3,55.4,2357.0,39.5,0.71,20.0,1
42.8,134.5,374.1,66.7,457.0,17.6,0.61,763.0,0
15.4,39.3,85.4,79.5,2996.0,42.9,0.49,1077.0,0
0.9,1.6,4.4,66.4,2331.0,42.7,0.59,302.0,0
15.8,34.2,91.6,81.8,2633.0,8.2,0.28,498.0,0
33.4,81.1,265.0,78.0,2058.0,9.6,0.49,155.0,0
24.7,68.4,263.6,46.9,2612.0,39.1,0.55,584.0,0
38.0,107.3,249.4,86.9,603.0,18.9,0.91,20.0,1
56.1,179.1,287.5,83.2,1239.0,2.2,0.33,402.0,0
22.1,48.6,133.1,79.4,2666.0,13.8,0.88,620.0,0
17.4,44.3,126.8,49.3,844.0,27.7,0.68,1502.0,0
11.5,29.2,56.2,56.1,511.0,36.4,0.12,288.0,1
6.7,15.9,54.2,63.6,2428.0,7.7,0.75,869.0,0
5.0,10.1,40.1,56.8,2556.0,6.8,0.13,546.0,0
14.2,44.8,173.3,53.7,739.0,41.6,1.0,1570.0,1
51.0,152.8,304.5,88.3,2607.0,34.3,0.89,305.0,1
40.6,101.3,373.7,78.3,2154.0,27.4,0.37,231.0,0
16.7,44.1,144.0,73.9,1704.0,35.1,0.33,1309.0,0
94.4,199.9,526.6,53.6,2542.0,20.4,0.44,30.0,1
15.0,38.4,109.6,95.1,1432.0,34.6,0.42,88.0,0
59.6,165.4,599.2,51.5,824.0,18.0,0.44,52.0,0
69.1,174.1,470.2,87.7,1069.0,12.5,0.39,1111.0,0
35.0,111.5,271.4,98.0,1664.0,33.3,0.66,20.0,1
14.0,37.3,101.9,83.6,1735.0,20.0,0.25,1187.0,0
18.6,43.1,127.0,99.6,2475.0,44.2,0.86,360.0,1
28.7,82.8,163.4,79.1,2437.0,17.0,0.83,20.0,1
6.9,14.1,53.0,53.0,1870.0,41.6,0.53,308.0,0
10.5,24.6,78.3,52.2,2408.0,42.1,0.87,124.0,0
9.7,22.2,68.5,59.5,818.0,12.4,0.32,588.0,0
36.9,88.7,155.2,40.4,435.0,36.3,0.12,682.0,0
55.7,161.2,485.4,80.9,2659.0,20.6,0.66,401.0,0
41.7,103.2,186.1,56.1,504.0,41.5,0.51,25.0,1
49.7,144.6,245.4,88.9,966.0,21.4,0.61,640.0,1
13.0,33.9,95.7,61.6,2177.0,34.0,0.91,1107.0,0
19.3,43.9,110.0,68.8,1406.0,22.1,0.97,764.0,0
